Marca temporal,Grupo que está encuestando,Nombre del encuestador,Indica tu género,¿Cuál es tu edad?,¿Cuál es tu peso (en kg)?,¿Cuál es tu estatura (en cm)?,¿En qué carrera estabas matriculado(a) durante el ciclo 2025-2? ,¿En qué ciclo te encuentras actualmente?,¿En cuántos cursos te matriculaste (independientemente de si te retiraste o no) en total durante el 2025-2?,¿Cuántos de esos cursos aprobaste al finalizar el 2025-2?,"¿Cuál fue tu promedio ponderado en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","¿Cuál fue tu Ranking en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","Aproximadamente, Durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste a realizar actividad física?",Durante el ciclo 2025-2  ¿Qué tipo de actividad física o deporte principal realizaste?,¿Dónde realizas principalmente la actividad física?,"Durante el ciclo 2025-2, ¿tus entrenamientos fueron principalmente de tipo individual o colectivo? ",¿Cuántos días a la semana realizaste actividad física en el 2025-2?,"Durante tus sesiones de actividad física en ese ciclo, ¿Cuál fue tu nivel de intensidad física predominante?","Durante el 2025-2, ¿Tu horario de entrenamiento fue principalmente en la: Mañana / Tarde / Noche?",Durante el ciclo 2025-2  ¿Cómo calificarías tu nivel de disciplina o constancia para realizar actividad física?,Durante el ciclo 2025-2  ¿Cuántas horas a la semana sumaban tus clases programadas?,"Aproximadamente, durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste al estudio autónomo y realización de tareas (fuera del horario de clases)?","Durante el 2025-II, ¿cuál fue tu nivel de concentración al estudiar?",¿Qué suplementos dietéticos consumías de forma regular? (marca todas las opciones que correspondan)  ,"Durante el ciclo 2025-2, ¿cuántas veces al día ingerías alimentos? (incluye comidas principales y snacks; p. ej., desayuno, snack, almuerzo, cena = 4)  ",Durante el ciclo 2025-2 ¿Llevaste algún tipo de alimentación o dieta específica? ,"Durante el ciclo 2025-2, ¿cuántas horas dormías por noche en promedio?  ",¿Cómo calificarías tu calidad de sueño durante el periodo 2025-2?,Durante el periodo 2025-2  ¿Cómo describirías tu nivel de estrés académico?,Durante el ciclo 2025-2  ¿Qué tan cansado te llegaste a sentir?
28/4/2026 14:53:38,Grupo 5,"Reyes Neyra, Mariel Azucena",Masculino,18,68,170,Ciencia de Datos,3,8,8,18,Décimo,0,No realizo actividad fisica,,,,,,,32,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,7,Buena,Bajo,Bajo
28/4/2026 14:54:18,Grupo 1,"FÉLIX MEDINA, ADRIÁN FERNANDO",Masculino,20,74,179,Ciencias de la Computación,3,5,4,13.34,Tercio,5,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",22,10,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes, Proteína en polvo (Whey, Vegana, Caseína)",5,Ninguna en especial,9.32,Regular,Bajo,Alto
28/4/2026 14:56:24,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,21,63.5,168,Sistemas de la Información,4,6,5,15.4,Quinto,0,No realizo actividad fisica,,,,,,,5,3.5,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,3,Ninguna en especial,7.5,Regular,Moderado,Moderado
28/4/2026 14:58:09,Grupo 5,"Reyes Neyra, Mariel Azucena",Femenino,18,56,153,Sistemas de la Información,3,7,6,17.5,Décimo,3,Caminar,"En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,30,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Mala,Muy alto,Alto
28/4/2026 14:59:04,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Prefiero no decirlo / Otro,19,78,181,Ingeniería Química,4,6,6,16.7,Tercio,0,No realizo actividad fisica,,,,,,,6,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,8,Regular,Moderado,Moderado
28/4/2026 14:59:10,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,20,72,176,Ingeniría de la Energía,5,6,5,15.8,Tercio medio,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína)",4,Ninguna en especial,6.5,Regular,Moderado,Alto
28/4/2026 15:01:23,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,21,78,165,Ingeniería Química,7,5,4,14.6,Tercio,5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",22,18,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,5.5,Regular,Alto,Alto
28/4/2026 15:01:58,Grupo 5,"Portal Ruiz, Axel Roberth",Femenino,23,56,160,Bioingeniería,9,7,7,16,Tercio,3,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En casa,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Baja en carbohidratos,7,Buena,Moderado,Bajo
28/4/2026 15:02:56,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,24,63,165,Ingeniería Mecatrónica,7,6,6,17.2,Tercio medio,0,No realizo actividad fisica,,,,,,,6,4,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Bebidas rehidratantes,3,Ninguna en especial,8,Regular,Moderado,Moderado
28/4/2026 15:03:06,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,17,44,151,Ciencia de Datos,3,6,6,16.6,Quinto,0,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,22,15,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Multivitamínicos y Minerales, Polvos Pre-Entreno",4,Baja en carbohidratos,5,Muy buena,Moderado,Bajo
28/4/2026 15:03:16,Grupo 4,"Timana Carmona, Jose Manuel",Femenino,19,57,162,Ingeniería Mecatrónica,3,6,6,17.4,Décimo,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,20,14,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,5,Ninguna en especial,7.5,Buena,Moderado,Moderado
28/4/2026 15:05:04,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,22,83,183,Ciencias de la Computación,8,9,10,23,Décimo,9999,No realizo actividad fisica,,,,,,,4,4,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas rehidratantes, Multivitamínicos y Minerales, Proteína en polvo (Whey, Vegana, Caseína), Creatina, Ninguno",4,Vegetariana,413,Muy buena,Muy alto,Muy alto
28/4/2026 15:05:38,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,19,74,176,Ciencias de la Computación,3,7,7,16.8,Tercio,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En casa,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",5,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,7,Regular,Moderado,Moderado
28/4/2026 15:05:42,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Prefiero no decirlo / Otro,20,50,160,Ingeniería Electrónica,7,4,4,17,Quinto,0,No realizo actividad fisica,,,,,,,20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Buena,Bajo,Moderado
28/4/2026 15:06:57,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,23,331,413242,Ciencias de la Computación,10,2,2,234,Tercio inferior,543,aea,En gimnasio,Individual,123,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,23,1214,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,542,Muy mala,Muy bajo,Muy alto
28/4/2026 15:07:43,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Masculino,18,66,167,Ingeniería Mecánica,5,5,5,16.9,Quinto,0,No realizo actividad fisica,,,,,,,20,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,8,Buena,Bajo,Moderado
28/4/2026 15:07:51,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,25,79,184,Ingeniería Civil,6,5,5,15.4,Tercio medio,2.5,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",5,1,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7.5,Regular,Moderado,Moderado
28/4/2026 15:09:08,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,22,69,175,Ingeniería Mecatrónica,2,7,5,14.2,Tercio,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",30,9,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Moderado,Moderado
28/4/2026 15:10:25,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,19,50,156,Ingeniería Industrial,4,5,5,17.3,Quinto,0,No realizo actividad fisica,,,,,,,22,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Regular,Moderado,Moderado
28/4/2026 15:10:33,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,19,68,171,Ingeniería Química,4,6,5,16.4,Tercio medio,0,No realizo actividad fisica,,,,,,,6,2.5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,8,Regular,Alto,Alto
28/4/2026 15:11:22,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,19,71,175,Ingeniería Civil,3,7,6,15.1,Tercio,3,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",27,11,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6.5,Regular,Moderado,Alto
28/4/2026 15:12:37,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,23,72,174,Ingeniría de la Energía,5,6,6,15.3,Tercio medio,0,No realizo actividad fisica,,,,,,,8,3,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Bebidas rehidratantes,5,Ninguna en especial,7,Mala,Alto,Moderado
28/4/2026 15:12:59,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,19,44,151,Ingeniería Mecánica,10,4,4,17,Quinto,0,No realizo actividad fisica,,,,,,,20,10,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,2,Ninguna en especial,4,Muy mala,Alto,Alto
28/4/2026 15:13:37,Grupo 4,"Timana Carmona, Jose Manuel",Femenino,21,61,167,Ingeniería Industrial,6,6,6,17,Décimo,4,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,26,15,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Multivitamínicos y Minerales,5,Ninguna en especial,7,Buena,Bajo,Moderado
28/4/2026 15:14:13,Grupo 5,"Portal Ruiz, Axel Roberth",Masculino,19,87,1.76,Ciencia de Datos,3,6,6,16.35,Tercio medio,2,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",15,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Muy mala,Muy alto,Alto
28/4/2026 15:14:28,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Prefiero no decirlo / Otro,20,78,174,Ingeniería Civil,4,6,6,14,Tercio medio,0,No realizo actividad fisica,,,,,,,7,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,7.5,Regular,Alto,Alto
28/4/2026 15:14:38,Grupo 5,"Reyes Neyra, Mariel Azucena",Masculino,19,70,170,Ingeniería Mecatrónica,5,6,6,15,Tercio,6,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",28,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,7,Buena,Moderado,Moderado
28/4/2026 15:14:58,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Masculino,18,52,160,Ingeniería Industrial,6,5,5,16.6,Quinto,0,No realizo actividad fisica,,,,,,,15,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Ninguno",3,Ninguna en especial,7,Regular,Moderado,Alto
28/4/2026 15:15:48,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,20,74,178,Ingeniería Industrial,5,6,5,15,Quinto,5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno",6,Ninguna en especial,6,Regular,Alto,Alto
28/4/2026 15:16:27,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,22,66,170,Ingeniería Civil,7,5,5,16.6,Quinto,0,No realizo actividad fisica,,,,,,,19,7,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,6,Regular,Muy bajo,Muy bajo
28/4/2026 15:17:08,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,19,65,166,Ingeniería Mecatrónica,3,6,6,17.2,Tercio,0,No realizo actividad fisica,,,,,,,6,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,9,Buena,Bajo,Moderado
28/4/2026 15:20:01,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,20,65,167,Ingeniería Ambiental,5,6,6,17.3,Tercio,0,No realizo actividad fisica,,,,,,,5,1,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,8,Regular,Moderado,Alto
28/4/2026 15:20:11,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,21,76,180,Ciencias de la Computación,5,6,5,15.7,Quinto,4,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína)",4,Ninguna en especial,6.5,Regular,Moderado,Alto
28/4/2026 15:21:57,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,21,76,180,Ciencias de la Computación,6,6,5,15.4,Quinto,5,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",22,16,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,5.5,Regular,Alto,Muy alto
28/4/2026 15:22:08,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,22,65,168,Ingeniería Mecatrónica,5,6,6,15.6,Tercio medio,2,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",8,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,8,Regular,Alto,Alto
28/4/2026 15:23:53,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,19,53,162,Ingeniería Industrial,6,7,7,15.7,Quinto,0,No realizo actividad fisica,,,,,,,25,8,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Ninguno",3,Ninguna en especial,8,Buena,Bajo,Moderado
28/4/2026 15:24:45,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,19,70,174,Ciencia de Datos,4,7,6,16.1,Tercio,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,20,15,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,5,Ninguna en especial,7.5,Buena,Bajo,Bajo
28/4/2026 15:25:18,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,19,55,160,Ingeniería Electrónica,3,6,6,15.3,Tercio medio,0,No realizo actividad fisica,,,,,,,8,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,7.5,Regular,Alto,Alto
28/4/2026 15:26:34,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,22,82,184,Ingeniería Mecánica,8,5,4,14,Tercio medio,0,No realizo actividad fisica,,,,,,,28,8,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,3,Ninguna en especial,5.5,Mala,Alto,Alto
28/4/2026 15:26:59,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,23,60,168,Sistemas de la Información,7,4,4,16.8,Quinto,0,No realizo actividad fisica,,,,,,,20,10,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes, Ninguno",2,Ninguna en especial,6,Regular,Moderado,Alto
28/4/2026 15:27:54,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,22,65,164,Ingeniería Civil,4,5,5,16.4,Tercio medio,0,No realizo actividad fisica,,,,,,,7.5,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,3,Ninguna en especial,7.5,Mala,Muy alto,Muy alto
28/4/2026 15:28:51,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,20,79,170,Ingeniería Electrónica,7,5,4,14.4,Tercio,5,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",21,17,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,5.5,Regular,Alto,Alto
28/4/2026 17:14:41,Grupo 3,"Dos Anjos Lopes, María Eduarda",Femenino,18,60,1.73,Bioingeniería,3,7,6,16,Quinto,6,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,100,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,2,Ninguna en especial,50,Mala,Moderado,Muy alto
28/4/2026 17:15:32,Grupo 3,"Dos Anjos Lopes, María Eduarda",Masculino,20,80,174,Ingeniería Electrónica,7,4,3,14.2,Tercio inferior,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En casa,Individual,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",20,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",4,Ninguna en especial,6,Regular,Bajo,Moderado
28/4/2026 17:16:10,Grupo 3,"Dos Anjos Lopes, María Eduarda",Femenino,18,53,1.63,Administración y Negocios Digitales,5,6,6,15.76,Tercio medio,5,Gimnasio / Levantamiento de pesas,En gimnasio,Colectiva,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",7,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Proteína en polvo (Whey, Vegana, Caseína)",3,Alta en proteínas,6,Regular,Moderado,Alto
